flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,BLR,MAA,2024-03-11 08:00:00,2024-03-11 10:00:00
2,MAA,BOM,2024-03-11 11:00:00,2024-03-11 13:00:00
3,BOM,BLR,2024-03-11 15:00:00,2024-03-11 17:00:00
4,BLR,BOM,2024-03-11 05:00:00,2024-03-11 07:00:00
5,BOM,MAA,2024-03-11 09:00:00,2024-03-11 11:00:00
6,MAA,BLR,2024-03-11 12:00:00,2024-03-11 14:00:00
7,MAA,BLR,2024-03-11 13:00:00,2024-03-11 15:00:00
8,BLR,BOM,2024-03-11 16:00:00,2024-03-11 18:00:00
9,BOM,MAA,2024-03-11 20:00:00,2024-03-11 22:00:00
10,MAA,BOM,2024-03-11 10:00:00,2024-03-11 12:00:00
11,BOM,BLR,2024-03-11 14:00:00,2024-03-11 16:00:00
12,BLR,MAA,2024-03-11 17:00:00,2024-03-11 19:00:00
13,BOM,BLR,2024-03-11 15:00:00,2024-03-11 17:00:00
14,BLR,MAA,2024-03-11 18:00:00,2024-03-11 20:00:00
15,MAA,BOM,2024-03-11 21:00:00,2024-03-11 23:00:00
16,BOM,MAA,2024-03-11 03:00:00,2024-03-11 05:00:00
17,MAA,BLR,2024-03-11 07:00:00,2024-03-11 09:00:00
18,BLR,BOM,2024-03-11 10:00:00,2024-03-11 12:00:00
19,BLR,MAA,2024-03-11 06:00:00,2024-03-11 08:00:00
20,MAA,BOM,2024-03-11 09:00:00,2024-03-11 11:00:00
21,BOM,BLR,2024-03-11 13:00:00,2024-03-11 15:00:00
22,BLR,BOM,2024-03-11 03:00:00,2024-03-11 05:00:00
23,BOM,MAA,2024-03-11 07:00:00,2024-03-11 09:00:00
24,MAA,BLR,2024-03-11 10:00:00,2024-03-11 12:00:00
25,MAA,BLR,2024-03-11 11:00:00,2024-03-11 13:00:00
26,BLR,BOM,2024-03-11 14:00:00,2024-03-11 16:00:00
27,BOM,MAA,2024-03-11 18:00:00,2024-03-11 20:00:00
28,MAA,BOM,2024-03-11 08:00:00,2024-03-11 10:00:00
29,BOM,BLR,2024-03-11 12:00:00,2024-03-11 14:00:00
30,BLR,MAA,2024-03-11 15:00:00,2024-03-11 17:00:00
31,BOM,BLR,2024-03-11 13:00:00,2024-03-11 15:00:00
32,BLR,MAA,2024-03-11 16:00:00,2024-03-11 18:00:00
33,MAA,BOM,2024-03-11 19:00:00,2024-03-11 21:00:00
34,BOM,MAA,2024-03-11 01:00:00,2024-03-11 03:00:00
35,MAA,BLR,2024-03-11 05:00:00,2024-03-11 07:00:00
36,BLR,BOM,2024-03-11 08:00:00,2024-03-11 10:00:00
55,BLR,MAA,2024-03-12 06:00:00,2024-03-12 08:00:00
56,MAA,BOM,2024-03-12 09:00:00,2024-03-12 11:00:00
57,BOM,BLR,2024-03-12 13:00:00,2024-03-12 15:00:00
58,BLR,BOM,2024-03-12 03:00:00,2024-03-12 05:00:00
59,BOM,MAA,2024-03-12 07:00:00,2024-03-12 09:00:00
60,MAA,BLR,2024-03-12 10:00:00,2024-03-12 12:00:00
61,MAA,BLR,2024-03-12 11:00:00,2024-03-12 13:00:00
62,BLR,BOM,2024-03-12 14:00:00,2024-03-12 16:00:00
63,BOM,MAA,2024-03-12 18:00:00,2024-03-12 20:00:00
64,MAA,BOM,2024-03-12 08:00:00,2024-03-12 10:00:00
65,BOM,BLR,2024-03-12 12:00:00,2024-03-12 14:00:00
66,BLR,MAA,2024-03-12 15:00:00,2024-03-12 17:00:00
67,BOM,BLR,2024-03-12 13:00:00,2024-03-12 15:00:00
68,BLR,MAA,2024-03-12 16:00:00,2024-03-12 18:00:00
69,MAA,BOM,2024-03-12 19:00:00,2024-03-12 21:00:00
70,BOM,MAA,2024-03-12 01:00:00,2024-03-12 03:00:00
71,MAA,BLR,2024-03-12 05:00:00,2024-03-12 07:00:00
72,BLR,BOM,2024-03-12 08:00:00,2024-03-12 10:00:00
73,BLR,MAA,2024-03-12 04:00:00,2024-03-12 06:00:00
74,MAA,BOM,2024-03-12 07:00:00,2024-03-12 09:00:00
75,BOM,BLR,2024-03-12 11:00:00,2024-03-12 13:00:00
76,BLR,BOM,2024-03-12 01:00:00,2024-03-12 03:00:00
77,BOM,MAA,2024-03-12 05:00:00,2024-03-12 07:00:00
78,MAA,BLR,2024-03-12 08:00:00,2024-03-12 10:00:00
79,MAA,BLR,2024-03-12 09:00:00,2024-03-12 11:00:00
