flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,BLR,MAA,2023-01-01 17:00:00,2023-01-01 18:00:00
2,MAA,BLR,2023-01-01 19:00:00,2023-01-01 20:00:00
3,BLR,MAA,2023-01-02 10:00:00,2023-01-02 11:00:00
4,MAA,BLR,2023-01-02 12:00:00,2023-01-02 13:00:00
5,BLR,MAA,2023-01-01 15:00:00,2023-01-01 16:00:00
6,MAA,BLR,2023-01-01 17:00:00,2023-01-01 18:00:00
7,BLR,MAA,2023-01-02 08:00:00,2023-01-02 09:00:00
8,MAA,BLR,2023-01-02 10:00:00,2023-01-02 11:00:00
9,BLR,MAA,2023-01-01 19:00:00,2023-01-01 20:00:00
10,MAA,BLR,2023-01-01 21:00:00,2023-01-01 22:00:00
11,BLR,MAA,2023-01-02 11:00:00,2023-01-02 12:00:00
12,MAA,BLR,2023-01-02 13:00:00,2023-01-02 14:00:00
13,BLR,MAA,2023-01-01 13:00:00,2023-01-01 14:00:00
14,MAA,BLR,2023-01-01 15:00:00,2023-01-01 16:00:00
15,BLR,MAA,2023-01-02 06:00:00,2023-01-02 07:00:00
16,MAA,BLR,2023-01-02 08:00:00,2023-01-02 09:00:00
17,BLR,MAA,2023-01-01 12:00:00,2023-01-01 13:00:00
18,MAA,BLR,2023-01-01 14:00:00,2023-01-01 15:00:00
19,BLR,MAA,2023-01-02 05:00:00,2023-01-02 06:00:00
20,MAA,BLR,2023-01-02 07:00:00,2023-01-02 08:00:00
21,BLR,MAA,2023-01-01 19:00:00,2023-01-01 20:00:00
22,MAA,BLR,2023-01-01 21:00:00,2023-01-01 22:00:00
23,BLR,MAA,2023-01-02 12:00:00,2023-01-02 13:00:00
24,MAA,BLR,2023-01-02 14:00:00,2023-01-02 15:00:00
25,BLR,MAA,2023-01-02 01:00:00,2023-01-02 02:00:00
26,MAA,BLR,2023-01-02 03:00:00,2023-01-02 04:00:00
27,BLR,MAA,2023-01-02 17:00:00,2023-01-02 18:00:00
28,MAA,BLR,2023-01-02 19:00:00,2023-01-02 20:00:00
29,BLR,MAA,2023-01-01 01:00:00,2023-01-01 02:00:00
30,MAA,BLR,2023-01-01 03:00:00,2023-01-01 04:00:00
31,BLR,MAA,2023-01-01 18:00:00,2023-01-01 19:00:00
32,MAA,BLR,2023-01-01 20:00:00,2023-01-01 21:00:00
33,BLR,MAA,2023-01-01 17:00:00,2023-01-01 18:00:00
34,MAA,BLR,2023-01-01 19:00:00,2023-01-01 20:00:00
35,BLR,MAA,2023-01-02 10:00:00,2023-01-02 11:00:00
36,MAA,BLR,2023-01-02 12:00:00,2023-01-02 13:00:00
37,BLR,MAA,2023-01-01 15:00:00,2023-01-01 16:00:00
38,MAA,BLR,2023-01-01 17:00:00,2023-01-01 18:00:00
39,BLR,MAA,2023-01-02 08:00:00,2023-01-02 09:00:00
40,MAA,BLR,2023-01-02 10:00:00,2023-01-02 11:00:00
41,BLR,MAA,2023-01-01 19:00:00,2023-01-01 20:00:00
42,MAA,BLR,2023-01-01 21:00:00,2023-01-01 22:00:00
43,BLR,MAA,2023-01-02 11:00:00,2023-01-02 12:00:00
44,MAA,BLR,2023-01-02 13:00:00,2023-01-02 14:00:00
45,BLR,MAA,2023-01-01 13:00:00,2023-01-01 14:00:00
46,MAA,BLR,2023-01-01 15:00:00,2023-01-01 16:00:00
47,BLR,MAA,2023-01-02 06:00:00,2023-01-02 07:00:00
48,MAA,BLR,2023-01-02 08:00:00,2023-01-02 09:00:00
49,BLR,MAA,2023-01-01 12:00:00,2023-01-01 13:00:00
50,MAA,BLR,2023-01-01 14:00:00,2023-01-01 15:00:00
51,BLR,MAA,2023-01-02 05:00:00,2023-01-02 06:00:00
52,MAA,BLR,2023-01-02 07:00:00,2023-01-02 08:00:00
53,BLR,MAA,2023-01-01 19:00:00,2023-01-01 20:00:00
54,MAA,BLR,2023-01-01 21:00:00,2023-01-01 22:00:00
55,BLR,MAA,2023-01-02 12:00:00,2023-01-02 13:00:00
56,MAA,BLR,2023-01-02 14:00:00,2023-01-02 15:00:00
57,BLR,MAA,2023-01-02 01:00:00,2023-01-02 02:00:00
58,MAA,BLR,2023-01-02 03:00:00,2023-01-02 04:00:00
59,BLR,MAA,2023-01-02 17:00:00,2023-01-02 18:00:00
60,MAA,BLR,2023-01-02 19:00:00,2023-01-02 20:00:00
61,BLR,MAA,2023-01-01 01:00:00,2023-01-01 02:00:00
62,MAA,BLR,2023-01-01 03:00:00,2023-01-01 04:00:00
63,BLR,MAA,2023-01-01 18:00:00,2023-01-01 19:00:00
64,MAA,BLR,2023-01-01 20:00:00,2023-01-01 21:00:00
65,BLR,MAA,2023-01-01 17:00:00,2023-01-01 18:00:00
66,MAA,BLR,2023-01-01 19:00:00,2023-01-01 20:00:00
