flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,Bangalore,Chennai,1,2
2,Mumbai,Chennai,4,6
3,Bangalore,Calcutta,15,18
4,Chennai,Delhi,4,7
5,Calcutta,Mumbai,14,17
6,Chennai,Delhi,7,10
7,Calcutta,Mumbai,9,12
8,Calcutta,Mumbai,18,21
9,Chennai,Delhi,9,12
10,Bangalore,Delhi,14,16
11,Bangalore,Calcutta,19,22
12,Bangalore,Mumbai,12,13
13,Delhi,Bangalore,16,18
14,Delhi,Calcutta,17,19
15,Calcutta,Chennai,10,12
16,Mumbai,Bangalore,9,10
17,Chennai,Bangalore,2,3
18,Calcutta,Chennai,1,3
19,Calcutta,Chennai,3,5
20,Bangalore,Calcutta,7,10
21,Bangalore,Calcutta,3,6
22,Mumbai,Calcutta,14,17
23,Delhi,Chennai,18,21
24,Calcutta,Mumbai,8,11
25,Chennai,Bangalore,9,10
26,Mumbai,Chennai,16,18
27,Calcutta,Mumbai,20,23
28,Calcutta,Delhi,11,13
29,Calcutta,Chennai,8,10
30,Bangalore,Delhi,20,22
31,Bangalore,Mumbai,10,11
32,Delhi,Bangalore,4,6
33,Chennai,Delhi,3,6
34,Chennai,Bangalore,7,8
35,Delhi,Mumbai,13,15
36,Chennai,Bangalore,5,6
37,Chennai,Delhi,9,12
38,Chennai,Delhi,11,14
39,Mumbai,Chennai,11,13
40,Calcutta,Bangalore,18,21
41,Delhi,Chennai,10,13
42,Mumbai,Calcutta,19,22
43,Calcutta,Bangalore,3,6
44,Delhi,Chennai,12,15
45,Calcutta,Bangalore,20,23
46,Mumbai,Delhi,13,15
47,Chennai,Calcutta,11,13
48,Chennai,Delhi,7,10
49,Delhi,Chennai,7,10
50,Calcutta,Mumbai,1,4
51,Mumbai,Delhi,13,15
52,Calcutta,Mumbai,1,4
53,Calcutta,Bangalore,16,19
54,Chennai,Calcutta,6,8
55,Bangalore,Delhi,9,11
56,Bangalore,Delhi,10,12
57,Mumbai,Bangalore,11,12
58,Mumbai,Bangalore,4,5
59,Bangalore,Chennai,12,13
60,Chennai,Bangalore,5,6
61,Mumbai,Calcutta,13,16
62,Bangalore,Calcutta,19,22
63,Bangalore,Mumbai,14,15
64,Calcutta,Bangalore,20,23
65,Mumbai,Chennai,11,13
66,Bangalore,Delhi,5,7
67,Chennai,Calcutta,16,18
68,Calcutta,Delhi,1,3
69,Calcutta,Delhi,15,17
70,Delhi,Bangalore,18,20
71,Delhi,Calcutta,6,8
72,Delhi,Chennai,9,12
73,Chennai,Bangalore,14,15
74,Bangalore,Delhi,8,10
75,Delhi,Chennai,14,17
76,Delhi,Mumbai,19,21
77,Bangalore,Chennai,12,13
78,Delhi,Mumbai,11,13
79,Chennai,Delhi,3,6
80,Chennai,Calcutta,4,6
81,Chennai,Delhi,20,23
82,Delhi,Mumbai,8,10
83,Chennai,Mumbai,13,15
84,Chennai,Mumbai,9,11
85,Bangalore,Delhi,7,9
86,Bangalore,Chennai,18,19
87,Delhi,Bangalore,12,14
88,Delhi,Bangalore,17,19
89,Mumbai,Calcutta,1,4
90,Chennai,Delhi,9,12
91,Mumbai,Bangalore,14,15
92,Calcutta,Mumbai,4,7
93,Chennai,Mumbai,19,21
94,Mumbai,Chennai,7,9
95,Mumbai,Delhi,1,3
