flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,Mumbai,Delhi,8,10
2,Delhi,Bangalore,12,14
3,Chennai,Mumbai,3,5
4,Mumbai,Delhi,6,8
5,Bangalore,Calcutta,17,20
6,Bangalore,Calcutta,17,20
7,Bangalore,Mumbai,13,14
8,Mumbai,Delhi,16,18
9,Chennai,Calcutta,12,14
10,Delhi,Mumbai,5,7
11,Delhi,Calcutta,6,8
12,Mumbai,Calcutta,2,5
13,Delhi,Chennai,16,19
14,Bangalore,Mumbai,8,9
15,Mumbai,Chennai,11,13
16,Mumbai,Delhi,8,10
17,Delhi,Bangalore,1,3
18,Calcutta,Mumbai,17,20
19,Mumbai,Calcutta,14,17
20,Delhi,Calcutta,20,22
21,Mumbai,Delhi,15,17
22,Delhi,Bangalore,12,14
23,Bangalore,Calcutta,14,17
24,Chennai,Mumbai,20,22
25,Delhi,Mumbai,17,19
26,Chennai,Mumbai,8,10
27,Mumbai,Chennai,6,8
28,Bangalore,Calcutta,4,7
29,Calcutta,Mumbai,4,7
30,Mumbai,Delhi,9,11
31,Calcutta,Delhi,17,19
32,Mumbai,Delhi,3,5
33,Delhi,Calcutta,13,15
34,Mumbai,Delhi,1,3
35,Chennai,Mumbai,7,9
36,Bangalore,Chennai,19,20
37,Calcutta,Mumbai,15,18
38,Mumbai,Delhi,1,3
39,Chennai,Mumbai,8,10
40,Bangalore,Calcutta,13,16
41,Mumbai,Calcutta,20,23
42,Delhi,Calcutta,9,11
43,Bangalore,Delhi,14,16
44,Chennai,Mumbai,3,5
45,Chennai,Bangalore,18,19
46,Calcutta,Bangalore,2,5
47,Bangalore,Chennai,8,9
48,Chennai,Mumbai,6,8
49,Calcutta,Bangalore,1,4
50,Mumbai,Calcutta,20,23
51,Chennai,Calcutta,5,7
52,Mumbai,Calcutta,5,8
53,Delhi,Calcutta,5,7
54,Bangalore,Delhi,12,14
55,Bangalore,Delhi,18,20
56,Chennai,Mumbai,16,18
57,Calcutta,Bangalore,10,13
58,Bangalore,Calcutta,15,18
59,Delhi,Bangalore,11,13
60,Bangalore,Delhi,20,22
61,Chennai,Bangalore,15,16
62,Mumbai,Bangalore,9,10
63,Chennai,Calcutta,19,21
64,Mumbai,Chennai,11,13
65,Calcutta,Bangalore,18,21
66,Calcutta,Mumbai,1,4
67,Bangalore,Delhi,15,17
68,Delhi,Calcutta,8,10
69,Calcutta,Delhi,19,21
70,Bangalore,Calcutta,4,7
71,Mumbai,Chennai,19,21
72,Chennai,Bangalore,14,15
73,Chennai,Bangalore,4,5
74,Chennai,Delhi,5,8
75,Chennai,Mumbai,13,15
76,Calcutta,Chennai,2,4
77,Chennai,Delhi,10,13
78,Chennai,Delhi,2,5
79,Delhi,Bangalore,4,6
80,Chennai,Delhi,6,9
81,Bangalore,Calcutta,6,9
82,Mumbai,Calcutta,5,8
83,Bangalore,Mumbai,13,14
84,Calcutta,Delhi,6,8
85,Chennai,Calcutta,12,14
86,Calcutta,Delhi,19,21
87,Bangalore,Delhi,10,12
88,Calcutta,Bangalore,4,7
89,Calcutta,Delhi,19,21
90,Calcutta,Chennai,8,10
91,Bangalore,Chennai,20,21
92,Mumbai,Delhi,14,16
93,Delhi,Chennai,8,11
94,Chennai,Calcutta,15,17
95,Mumbai,Chennai,18,20
96,Mumbai,Delhi,2,4
97,Calcutta,Delhi,14,16
98,Bangalore,Mumbai,19,20
99,Bangalore,Delhi,15,17
100,Bangalore,Chennai,12,13
101,Calcutta,Mumbai,6,9
102,Calcutta,Delhi,15,17
103,Delhi,Calcutta,13,15
104,Mumbai,Bangalore,17,18
105,Calcutta,Mumbai,11,14
106,Calcutta,Delhi,1,3
107,Bangalore,Chennai,12,13
108,Calcutta,Bangalore,15,18
109,Calcutta,Delhi,11,13
110,Chennai,Delhi,4,7
111,Delhi,Mumbai,10,12
112,Mumbai,Bangalore,12,13
113,Mumbai,Chennai,4,6
114,Delhi,Bangalore,15,17
115,Calcutta,Delhi,20,22
116,Calcutta,Chennai,12,14
117,Calcutta,Delhi,13,15
118,Bangalore,Calcutta,19,22
