flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,Bangalore,Chennai,12,13
2,Mumbai,Delhi,12,14
3,Bangalore,Chennai,8,9
4,Chennai,Delhi,2,5
5,Delhi,Mumbai,10,12
6,Calcutta,Bangalore,16,19
7,Delhi,Bangalore,17,19
8,Mumbai,Bangalore,10,11
9,Delhi,Calcutta,11,13
10,Mumbai,Chennai,13,15
11,Calcutta,Chennai,17,19
12,Bangalore,Mumbai,6,7
13,Mumbai,Delhi,1,3
14,Delhi,Bangalore,18,20
15,Bangalore,Mumbai,8,9
16,Calcutta,Delhi,6,8
17,Chennai,Calcutta,19,21
18,Chennai,Bangalore,19,20
19,Delhi,Mumbai,3,5
20,Calcutta,Mumbai,17,20
21,Calcutta,Chennai,7,9
22,Bangalore,Delhi,3,5
23,Chennai,Delhi,9,12
24,Chennai,Delhi,9,12
25,Bangalore,Calcutta,5,8
26,Bangalore,Delhi,11,13
27,Bangalore,Mumbai,17,18
28,Chennai,Mumbai,12,14
29,Mumbai,Calcutta,15,18
30,Mumbai,Calcutta,12,15
