flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,Chennai,Mumbai,17,19
2,Chennai,Calcutta,2,4
3,Bangalore,Chennai,9,10
4,Chennai,Bangalore,1,2
5,Bangalore,Calcutta,14,17
6,Delhi,Calcutta,13,15
7,Delhi,Bangalore,2,4
8,Bangalore,Calcutta,7,10
9,Calcutta,Delhi,11,13
10,Mumbai,Calcutta,16,19
11,Mumbai,Delhi,18,20
12,Delhi,Chennai,5,8
13,Calcutta,Chennai,1,3
14,Chennai,Bangalore,15,16
15,Chennai,Calcutta,20,22
16,Delhi,Mumbai,8,10
17,Bangalore,Mumbai,17,18
18,Mumbai,Delhi,19,21
19,Bangalore,Mumbai,2,3
20,Delhi,Calcutta,13,15
21,Calcutta,Chennai,16,18
22,Calcutta,Mumbai,20,23
23,Chennai,Delhi,17,20
24,Delhi,Bangalore,20,22
25,Chennai,Mumbai,1,3
26,Chennai,Delhi,7,10
27,Bangalore,Delhi,2,4
28,Calcutta,Chennai,4,6
29,Chennai,Delhi,4,7
30,Delhi,Calcutta,9,11
