flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,Calcutta,Delhi,20,22
2,Chennai,Mumbai,2,4
3,Calcutta,Bangalore,12,15
4,Calcutta,Mumbai,19,22
5,Bangalore,Calcutta,15,18
6,Chennai,Delhi,19,22
7,Calcutta,Delhi,2,4
8,Mumbai,Calcutta,8,11
9,Mumbai,Chennai,3,5
10,Delhi,Calcutta,2,4
11,Bangalore,Calcutta,1,4
12,Mumbai,Bangalore,10,11
13,Delhi,Calcutta,6,8
14,Calcutta,Chennai,12,14
15,Chennai,Calcutta,14,16
16,Delhi,Bangalore,20,22
17,Bangalore,Mumbai,9,10
18,Mumbai,Bangalore,1,2
19,Calcutta,Chennai,13,15
20,Mumbai,Calcutta,19,22
21,Mumbai,Delhi,5,7
22,Bangalore,Calcutta,2,5
23,Mumbai,Chennai,4,6
24,Bangalore,Delhi,2,4
25,Chennai,Calcutta,16,18
26,Mumbai,Bangalore,9,10
27,Bangalore,Delhi,17,19
28,Mumbai,Bangalore,2,3
29,Chennai,Calcutta,2,4
30,Calcutta,Chennai,18,20
