flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,Calcutta,Bangalore,1,4
2,Bangalore,Chennai,1,2
3,Delhi,Calcutta,1,3
4,Mumbai,Bangalore,12,13
5,Calcutta,Bangalore,15,18
6,Bangalore,Calcutta,5,8
7,Delhi,Bangalore,19,21
8,Chennai,Bangalore,8,9
9,Bangalore,Delhi,9,11
10,Delhi,Mumbai,4,6
11,Mumbai,Delhi,3,5
12,Mumbai,Chennai,19,21
13,Chennai,Calcutta,11,13
14,Delhi,Chennai,11,14
15,Delhi,Chennai,2,5
16,Delhi,Chennai,14,17
17,Delhi,Calcutta,9,11
18,Calcutta,Mumbai,16,19
19,Mumbai,Delhi,12,14
20,Chennai,Mumbai,5,7
21,Calcutta,Mumbai,12,15
22,Delhi,Calcutta,2,4
23,Calcutta,Delhi,18,20
24,Calcutta,Delhi,15,17
25,Chennai,Calcutta,5,7
26,Delhi,Calcutta,10,12
27,Delhi,Calcutta,16,18
28,Delhi,Bangalore,11,13
29,Calcutta,Chennai,16,18
30,Delhi,Calcutta,14,16
31,Calcutta,Bangalore,2,5
32,Delhi,Chennai,12,15
33,Calcutta,Mumbai,18,21
34,Mumbai,Delhi,13,15
35,Bangalore,Chennai,9,10
36,Mumbai,Bangalore,15,16
37,Mumbai,Delhi,9,11
38,Calcutta,Bangalore,7,10
39,Calcutta,Mumbai,15,18
40,Calcutta,Delhi,14,16
41,Chennai,Delhi,12,15
42,Mumbai,Calcutta,7,10
43,Chennai,Mumbai,14,16
44,Chennai,Bangalore,5,6
45,Mumbai,Chennai,9,11
46,Delhi,Bangalore,6,8
47,Bangalore,Chennai,2,3
48,Mumbai,Bangalore,12,13
49,Mumbai,Delhi,14,16
50,Bangalore,Delhi,19,21
51,Bangalore,Mumbai,11,12
52,Bangalore,Delhi,2,4
53,Delhi,Calcutta,19,21
54,Bangalore,Chennai,7,8
55,Chennai,Bangalore,18,19
56,Calcutta,Bangalore,6,9
57,Bangalore,Mumbai,10,11
58,Mumbai,Delhi,15,17
59,Chennai,Calcutta,16,18
60,Calcutta,Mumbai,17,20
61,Bangalore,Delhi,10,12
62,Delhi,Calcutta,16,18
63,Delhi,Chennai,19,22
64,Bangalore,Mumbai,7,8
65,Calcutta,Delhi,13,15
66,Mumbai,Calcutta,20,23
67,Mumbai,Calcutta,12,15
68,Delhi,Mumbai,14,16
69,Chennai,Delhi,16,19
70,Calcutta,Bangalore,4,7
71,Calcutta,Bangalore,3,6
72,Delhi,Bangalore,8,10
73,Mumbai,Calcutta,1,4
74,Mumbai,Delhi,9,11
75,Bangalore,Delhi,1,3
76,Bangalore,Calcutta,14,17
77,Calcutta,Chennai,4,6
78,Delhi,Mumbai,9,11
79,Delhi,Bangalore,15,17
80,Delhi,Bangalore,20,22
81,Calcutta,Chennai,7,9
82,Delhi,Bangalore,1,3
