flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,Delhi,Calcutta,1,3
2,Calcutta,Bangalore,8,11
3,Chennai,Calcutta,13,15
4,Bangalore,Calcutta,7,10
5,Bangalore,Calcutta,8,11
6,Delhi,Mumbai,1,3
7,Delhi,Mumbai,10,12
8,Mumbai,Bangalore,1,2
9,Delhi,Mumbai,12,14
10,Bangalore,Delhi,7,9
11,Calcutta,Chennai,18,20
12,Bangalore,Mumbai,11,12
13,Bangalore,Calcutta,15,18
14,Delhi,Chennai,12,15
15,Chennai,Delhi,14,17
16,Calcutta,Mumbai,6,9
17,Calcutta,Bangalore,7,10
18,Chennai,Mumbai,11,13
19,Mumbai,Bangalore,11,12
20,Mumbai,Chennai,4,6
21,Mumbai,Delhi,4,6
22,Mumbai,Chennai,19,21
23,Delhi,Chennai,1,4
24,Delhi,Mumbai,16,18
25,Calcutta,Mumbai,1,4
26,Delhi,Bangalore,10,12
27,Delhi,Calcutta,2,4
28,Mumbai,Bangalore,2,3
29,Chennai,Delhi,5,8
30,Chennai,Bangalore,3,4
31,Mumbai,Chennai,19,21
32,Mumbai,Delhi,13,15
33,Delhi,Calcutta,6,8
34,Delhi,Calcutta,3,5
35,Mumbai,Chennai,10,12
36,Delhi,Bangalore,9,11
37,Delhi,Chennai,2,5
38,Calcutta,Mumbai,3,6
39,Bangalore,Mumbai,13,14
40,Chennai,Delhi,10,13
41,Calcutta,Bangalore,7,10
42,Bangalore,Calcutta,18,21
43,Chennai,Calcutta,10,12
44,Calcutta,Mumbai,15,18
45,Calcutta,Mumbai,2,5
46,Bangalore,Delhi,4,6
47,Calcutta,Bangalore,20,23
48,Calcutta,Delhi,7,9
49,Delhi,Mumbai,9,11
50,Bangalore,Chennai,5,6
51,Bangalore,Calcutta,2,5
52,Mumbai,Delhi,5,7
53,Calcutta,Delhi,17,19
54,Bangalore,Mumbai,18,19
55,Delhi,Mumbai,16,18
56,Delhi,Bangalore,12,14
57,Delhi,Calcutta,10,12
58,Calcutta,Chennai,1,3
59,Calcutta,Chennai,8,10
60,Bangalore,Calcutta,2,5
61,Chennai,Calcutta,1,3
62,Delhi,Mumbai,16,18
63,Chennai,Bangalore,14,15
64,Mumbai,Chennai,3,5
65,Bangalore,Delhi,5,7
66,Chennai,Calcutta,2,4
67,Calcutta,Chennai,11,13
68,Chennai,Delhi,15,18
69,Delhi,Mumbai,20,22
70,Mumbai,Delhi,19,21
71,Bangalore,Delhi,1,3
72,Calcutta,Bangalore,9,12
73,Mumbai,Delhi,14,16
74,Calcutta,Bangalore,8,11
75,Bangalore,Delhi,20,22
76,Mumbai,Bangalore,4,5
77,Bangalore,Delhi,19,21
78,Bangalore,Mumbai,1,2
79,Bangalore,Delhi,9,11
80,Delhi,Calcutta,7,9
81,Bangalore,Mumbai,14,15
82,Mumbai,Delhi,20,22
83,Delhi,Calcutta,2,4
84,Mumbai,Calcutta,18,21
85,Bangalore,Chennai,12,13
86,Mumbai,Delhi,3,5
87,Bangalore,Mumbai,16,17
88,Mumbai,Chennai,10,12
89,Chennai,Mumbai,5,7
90,Chennai,Bangalore,19,20
91,Mumbai,Chennai,17,19
92,Delhi,Chennai,15,18
93,Delhi,Bangalore,6,8
94,Mumbai,Calcutta,18,21
95,Bangalore,Mumbai,7,8
96,Calcutta,Bangalore,20,23
97,Calcutta,Mumbai,18,21
98,Mumbai,Bangalore,7,8
99,Chennai,Bangalore,20,21
100,Calcutta,Delhi,17,19
101,Mumbai,Calcutta,7,10
102,Calcutta,Delhi,19,21
103,Chennai,Mumbai,2,4
104,Mumbai,Calcutta,4,7
105,Calcutta,Delhi,2,4
106,Bangalore,Chennai,4,5
107,Calcutta,Delhi,14,16
108,Mumbai,Calcutta,11,14
109,Calcutta,Bangalore,13,16
110,Mumbai,Calcutta,16,19
111,Delhi,Mumbai,14,16
112,Mumbai,Delhi,7,9
113,Delhi,Mumbai,20,22
114,Mumbai,Calcutta,15,18
115,Chennai,Bangalore,19,20
116,Delhi,Bangalore,14,16
117,Chennai,Calcutta,20,22
118,Calcutta,Chennai,17,19
119,Bangalore,Delhi,8,10
120,Calcutta,Bangalore,1,4
121,Bangalore,Mumbai,14,15
122,Bangalore,Delhi,14,16
123,Mumbai,Calcutta,14,17
124,Calcutta,Delhi,11,13
125,Calcutta,Delhi,2,4
126,Bangalore,Delhi,14,16
127,Chennai,Bangalore,6,7
128,Bangalore,Mumbai,9,10
129,Calcutta,Chennai,5,7
130,Chennai,Mumbai,20,22
131,Mumbai,Chennai,13,15
132,Bangalore,Delhi,4,6
133,Calcutta,Bangalore,13,16
134,Bangalore,Delhi,3,5
135,Delhi,Bangalore,11,13
136,Chennai,Mumbai,19,21
137,Chennai,Mumbai,8,10
138,Chennai,Calcutta,3,5
139,Chennai,Mumbai,16,18
140,Bangalore,Chennai,3,4
141,Chennai,Calcutta,16,18
142,Delhi,Calcutta,7,9
143,Delhi,Calcutta,11,13
144,Bangalore,Chennai,18,19
145,Bangalore,Calcutta,10,13
146,Delhi,Calcutta,8,10
147,Chennai,Delhi,5,8
148,Mumbai,Calcutta,13,16
149,Bangalore,Mumbai,6,7
150,Chennai,Bangalore,6,7
151,Mumbai,Chennai,10,12
152,Mumbai,Calcutta,11,14
153,Mumbai,Calcutta,4,7
154,Delhi,Chennai,17,20
155,Chennai,Delhi,18,21
156,Bangalore,Calcutta,20,23
157,Calcutta,Bangalore,18,21
158,Calcutta,Mumbai,6,9
159,Delhi,Chennai,18,21
160,Bangalore,Calcutta,18,21
161,Bangalore,Delhi,14,16
162,Chennai,Delhi,15,18
163,Bangalore,Chennai,15,16
164,Calcutta,Mumbai,3,6
165,Bangalore,Calcutta,19,22
166,Bangalore,Calcutta,13,16
167,Calcutta,Delhi,4,6
168,Calcutta,Mumbai,5,8
169,Delhi,Bangalore,15,17
170,Chennai,Calcutta,13,15
171,Bangalore,Mumbai,9,10
172,Mumbai,Chennai,20,22
173,Delhi,Mumbai,17,19
174,Delhi,Bangalore,19,21
175,Bangalore,Chennai,10,11
176,Calcutta,Bangalore,14,17
177,Bangalore,Delhi,3,5
178,Chennai,Delhi,12,15
179,Chennai,Mumbai,17,19
180,Chennai,Calcutta,5,7
181,Calcutta,Bangalore,5,8
182,Calcutta,Bangalore,15,18
183,Chennai,Bangalore,8,9
184,Mumbai,Bangalore,6,7
185,Bangalore,Chennai,8,9
186,Mumbai,Delhi,6,8
187,Mumbai,Delhi,8,10
188,Delhi,Calcutta,19,21
189,Calcutta,Delhi,11,13
190,Chennai,Delhi,4,7
191,Delhi,Calcutta,11,13
192,Calcutta,Bangalore,13,16
193,Delhi,Calcutta,6,8
194,Calcutta,Mumbai,5,8
195,Mumbai,Delhi,10,12
196,Bangalore,Delhi,20,22
197,Mumbai,Delhi,4,6
198,Mumbai,Calcutta,20,23
199,Bangalore,Mumbai,4,5
200,Delhi,Calcutta,8,10
201,Bangalore,Mumbai,5,6
202,Mumbai,Calcutta,17,20
203,Delhi,Mumbai,13,15
204,Delhi,Chennai,2,5
205,Mumbai,Delhi,1,3
206,Bangalore,Mumbai,1,2
207,Chennai,Delhi,3,6
208,Bangalore,Delhi,18,20
209,Calcutta,Mumbai,17,20
210,Mumbai,Bangalore,13,14
211,Mumbai,Chennai,9,11
212,Mumbai,Calcutta,8,11
213,Mumbai,Chennai,15,17
214,Mumbai,Bangalore,12,13
215,Mumbai,Chennai,1,3
216,Chennai,Mumbai,19,21
217,Bangalore,Mumbai,1,2
218,Calcutta,Bangalore,17,20
219,Delhi,Mumbai,3,5
220,Bangalore,Delhi,20,22
221,Mumbai,Chennai,3,5
222,Chennai,Mumbai,2,4
223,Bangalore,Chennai,14,15
224,Bangalore,Delhi,6,8
225,Delhi,Mumbai,16,18
226,Bangalore,Chennai,19,20
227,Mumbai,Delhi,3,5
228,Calcutta,Chennai,11,13
229,Calcutta,Bangalore,4,7
230,Chennai,Delhi,17,20
231,Bangalore,Calcutta,19,22
232,Mumbai,Calcutta,16,19
