flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,Delhi,Bangalore,17,19
2,Chennai,Calcutta,18,20
3,Calcutta,Mumbai,13,16
4,Chennai,Bangalore,3,4
5,Chennai,Mumbai,20,22
6,Chennai,Bangalore,8,9
7,Delhi,Bangalore,8,10
8,Delhi,Chennai,13,16
9,Chennai,Calcutta,10,12
10,Calcutta,Mumbai,4,7
11,Chennai,Delhi,3,6
12,Mumbai,Calcutta,10,13
13,Mumbai,Bangalore,14,15
14,Mumbai,Calcutta,13,16
15,Delhi,Calcutta,12,14
16,Chennai,Delhi,3,6
17,Mumbai,Bangalore,4,5
18,Chennai,Calcutta,2,4
19,Chennai,Bangalore,4,5
20,Delhi,Mumbai,9,11
21,Chennai,Calcutta,2,4
22,Mumbai,Bangalore,8,9
23,Bangalore,Calcutta,5,8
24,Chennai,Mumbai,9,11
25,Chennai,Delhi,8,11
26,Mumbai,Chennai,5,7
27,Chennai,Calcutta,4,6
28,Calcutta,Mumbai,17,20
29,Bangalore,Chennai,16,17
30,Bangalore,Chennai,5,6
31,Delhi,Chennai,19,22
32,Calcutta,Bangalore,4,7
33,Calcutta,Mumbai,17,20
34,Mumbai,Bangalore,2,3
35,Mumbai,Bangalore,5,6
36,Delhi,Bangalore,14,16
37,Delhi,Chennai,4,7
38,Chennai,Delhi,2,5
39,Delhi,Mumbai,6,8
40,Calcutta,Mumbai,4,7
41,Chennai,Mumbai,12,14
42,Bangalore,Chennai,6,7
43,Mumbai,Chennai,13,15
44,Bangalore,Delhi,19,21
45,Calcutta,Bangalore,16,19
46,Mumbai,Bangalore,11,12
47,Delhi,Chennai,5,8
48,Bangalore,Calcutta,16,19
49,Mumbai,Bangalore,5,6
50,Calcutta,Chennai,13,15
51,Chennai,Delhi,17,20
52,Chennai,Mumbai,5,7
53,Delhi,Mumbai,6,8
54,Delhi,Calcutta,19,21
55,Bangalore,Mumbai,5,6
56,Calcutta,Chennai,20,22
57,Delhi,Calcutta,18,20
58,Chennai,Delhi,15,18
59,Calcutta,Delhi,11,13
60,Calcutta,Bangalore,8,11
61,Delhi,Bangalore,8,10
62,Chennai,Mumbai,6,8
63,Delhi,Mumbai,6,8
64,Calcutta,Delhi,17,19
65,Delhi,Calcutta,17,19
66,Bangalore,Mumbai,20,21
67,Mumbai,Bangalore,12,13
68,Bangalore,Calcutta,2,5
69,Chennai,Bangalore,6,7
70,Calcutta,Bangalore,4,7
71,Mumbai,Delhi,18,20
72,Delhi,Mumbai,19,21
73,Chennai,Mumbai,12,14
74,Mumbai,Chennai,14,16
75,Delhi,Chennai,3,6
76,Calcutta,Mumbai,3,6
77,Delhi,Bangalore,17,19
78,Chennai,Bangalore,4,5
79,Chennai,Calcutta,7,9
80,Chennai,Bangalore,8,9
81,Calcutta,Delhi,9,11
82,Bangalore,Mumbai,1,2
83,Chennai,Delhi,18,21
84,Mumbai,Chennai,2,4
85,Delhi,Bangalore,11,13
86,Delhi,Bangalore,20,22
87,Mumbai,Delhi,5,7
88,Calcutta,Chennai,3,5
89,Calcutta,Mumbai,10,13
90,Calcutta,Bangalore,8,11
91,Bangalore,Chennai,13,14
92,Chennai,Bangalore,19,20
93,Calcutta,Mumbai,17,20
94,Calcutta,Chennai,17,19
95,Mumbai,Bangalore,20,21
96,Delhi,Chennai,18,21
97,Bangalore,Mumbai,12,13
98,Calcutta,Chennai,2,4
99,Mumbai,Delhi,19,21
100,Mumbai,Calcutta,20,23
101,Bangalore,Calcutta,10,13
102,Bangalore,Calcutta,10,13
103,Delhi,Calcutta,1,3
104,Chennai,Delhi,8,11
105,Chennai,Delhi,12,15
106,Mumbai,Delhi,3,5
107,Delhi,Bangalore,20,22
108,Mumbai,Bangalore,14,15
109,Bangalore,Mumbai,2,3
110,Chennai,Delhi,18,21
111,Chennai,Mumbai,5,7
112,Chennai,Bangalore,20,21
113,Mumbai,Bangalore,5,6
114,Bangalore,Delhi,4,6
115,Mumbai,Delhi,13,15
116,Bangalore,Chennai,6,7
117,Mumbai,Calcutta,1,4
118,Delhi,Mumbai,16,18
119,Mumbai,Delhi,8,10
120,Mumbai,Calcutta,9,12
121,Chennai,Calcutta,20,22
122,Calcutta,Bangalore,7,10
123,Delhi,Chennai,6,9
124,Bangalore,Delhi,6,8
125,Mumbai,Delhi,17,19
126,Calcutta,Bangalore,18,21
127,Chennai,Bangalore,20,21
128,Chennai,Mumbai,16,18
129,Mumbai,Chennai,16,18
130,Bangalore,Delhi,4,6
131,Bangalore,Chennai,12,13
132,Chennai,Calcutta,1,3
133,Mumbai,Delhi,8,10
134,Calcutta,Delhi,5,7
135,Chennai,Bangalore,17,18
136,Chennai,Bangalore,18,19
137,Calcutta,Delhi,8,10
138,Mumbai,Delhi,9,11
139,Delhi,Chennai,17,20
140,Delhi,Calcutta,2,4
141,Mumbai,Delhi,16,18
142,Delhi,Bangalore,4,6
143,Bangalore,Mumbai,20,21
144,Calcutta,Chennai,14,16
145,Delhi,Chennai,9,12
146,Calcutta,Chennai,11,13
147,Delhi,Chennai,6,9
148,Delhi,Mumbai,14,16
149,Chennai,Delhi,20,23
150,Delhi,Bangalore,17,19
151,Calcutta,Chennai,11,13
152,Chennai,Bangalore,12,13
153,Bangalore,Calcutta,7,10
154,Calcutta,Delhi,4,6
155,Mumbai,Bangalore,10,11
156,Bangalore,Calcutta,11,14
157,Bangalore,Chennai,4,5
158,Delhi,Calcutta,1,3
159,Bangalore,Calcutta,2,5
160,Delhi,Chennai,3,6
161,Calcutta,Bangalore,3,6
162,Chennai,Delhi,15,18
163,Bangalore,Delhi,20,22
164,Mumbai,Delhi,19,21
165,Delhi,Bangalore,2,4
166,Chennai,Mumbai,1,3
167,Bangalore,Delhi,11,13
168,Mumbai,Delhi,12,14
169,Chennai,Calcutta,17,19
170,Bangalore,Calcutta,20,23
171,Delhi,Bangalore,15,17
172,Calcutta,Chennai,4,6
173,Delhi,Calcutta,10,12
174,Delhi,Bangalore,12,14
175,Mumbai,Calcutta,6,9
176,Delhi,Chennai,15,18
177,Delhi,Calcutta,12,14
178,Calcutta,Delhi,3,5
179,Calcutta,Chennai,14,16
180,Delhi,Chennai,5,8
181,Delhi,Mumbai,9,11
182,Calcutta,Delhi,18,20
183,Mumbai,Bangalore,17,18
184,Calcutta,Bangalore,6,9
185,Bangalore,Chennai,17,18
186,Mumbai,Chennai,11,13
187,Delhi,Bangalore,5,7
188,Chennai,Bangalore,3,4
189,Mumbai,Delhi,20,22
190,Mumbai,Delhi,16,18
191,Calcutta,Delhi,3,5
192,Chennai,Calcutta,8,10
193,Chennai,Calcutta,10,12
194,Bangalore,Delhi,14,16
195,Mumbai,Calcutta,2,5
196,Calcutta,Bangalore,7,10
197,Delhi,Calcutta,3,5
198,Delhi,Chennai,5,8
199,Delhi,Bangalore,17,19
200,Delhi,Calcutta,15,17
201,Mumbai,Bangalore,12,13
202,Calcutta,Bangalore,11,14
203,Delhi,Bangalore,19,21
204,Calcutta,Mumbai,20,23
205,Delhi,Bangalore,5,7
206,Delhi,Calcutta,20,22
207,Bangalore,Mumbai,16,17
208,Delhi,Calcutta,7,9
209,Bangalore,Chennai,10,11
210,Bangalore,Mumbai,19,20
211,Delhi,Bangalore,11,13
