flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,Calcutta,Delhi,8,10
2,Calcutta,Delhi,16,18
3,Calcutta,Mumbai,3,6
4,Calcutta,Mumbai,5,8
5,Chennai,Mumbai,1,3
6,Calcutta,Chennai,4,6
7,Chennai,Bangalore,19,20
8,Bangalore,Chennai,12,13
9,Chennai,Delhi,1,4
10,Mumbai,Bangalore,12,13
11,Calcutta,Bangalore,15,18
12,Chennai,Calcutta,17,19
13,Calcutta,Chennai,8,10
14,Mumbai,Chennai,1,3
15,Bangalore,Chennai,1,2
16,Chennai,Bangalore,20,21
17,Chennai,Bangalore,7,8
18,Bangalore,Mumbai,16,17
19,Bangalore,Mumbai,5,6
20,Delhi,Calcutta,9,11
21,Delhi,Mumbai,7,9
22,Chennai,Bangalore,18,19
23,Bangalore,Delhi,1,3
24,Bangalore,Delhi,20,22
25,Mumbai,Bangalore,12,13
26,Delhi,Mumbai,10,12
27,Bangalore,Chennai,14,15
28,Calcutta,Mumbai,5,8
29,Chennai,Mumbai,19,21
30,Delhi,Bangalore,9,11
31,Chennai,Bangalore,9,10
32,Mumbai,Delhi,13,15
33,Calcutta,Mumbai,1,4
34,Mumbai,Chennai,10,12
35,Chennai,Mumbai,6,8
36,Chennai,Delhi,2,5
37,Chennai,Delhi,5,8
38,Calcutta,Delhi,2,4
39,Chennai,Mumbai,5,7
40,Mumbai,Bangalore,11,12
41,Calcutta,Delhi,2,4
42,Calcutta,Chennai,15,17
43,Delhi,Mumbai,19,21
44,Mumbai,Delhi,18,20
45,Bangalore,Delhi,13,15
46,Chennai,Bangalore,12,13
47,Bangalore,Calcutta,16,19
48,Bangalore,Calcutta,12,15
49,Chennai,Calcutta,14,16
50,Calcutta,Chennai,6,8
51,Mumbai,Bangalore,11,12
52,Bangalore,Delhi,16,18
53,Mumbai,Chennai,10,12
54,Delhi,Bangalore,9,11
55,Mumbai,Chennai,8,10
56,Mumbai,Calcutta,7,10
57,Chennai,Bangalore,3,4
58,Bangalore,Chennai,5,6
59,Bangalore,Chennai,7,8
60,Delhi,Chennai,2,5
61,Mumbai,Bangalore,7,8
62,Bangalore,Calcutta,9,12
63,Mumbai,Calcutta,19,22
64,Calcutta,Bangalore,12,15
65,Mumbai,Chennai,14,16
66,Chennai,Delhi,18,21
67,Calcutta,Delhi,6,8
68,Delhi,Mumbai,18,20
69,Calcutta,Bangalore,16,19
70,Chennai,Delhi,14,17
71,Delhi,Calcutta,1,3
72,Chennai,Bangalore,11,12
73,Calcutta,Delhi,5,7
74,Chennai,Mumbai,3,5
75,Mumbai,Chennai,17,19
76,Bangalore,Chennai,2,3
77,Chennai,Calcutta,3,5
78,Bangalore,Mumbai,5,6
79,Delhi,Chennai,14,17
80,Delhi,Mumbai,14,16
81,Calcutta,Bangalore,16,19
82,Calcutta,Delhi,1,3
83,Chennai,Calcutta,15,17
84,Calcutta,Chennai,8,10
85,Bangalore,Chennai,2,3
86,Calcutta,Chennai,11,13
87,Delhi,Calcutta,6,8
88,Mumbai,Delhi,17,19
89,Mumbai,Calcutta,18,21
90,Calcutta,Chennai,19,21
91,Calcutta,Chennai,4,6
92,Calcutta,Mumbai,5,8
93,Mumbai,Chennai,17,19
94,Mumbai,Chennai,9,11
95,Mumbai,Bangalore,8,9
96,Delhi,Mumbai,18,20
97,Bangalore,Delhi,20,22
98,Bangalore,Delhi,4,6
99,Delhi,Chennai,6,9
100,Bangalore,Delhi,18,20
101,Calcutta,Mumbai,11,14
102,Chennai,Bangalore,6,7
103,Bangalore,Delhi,9,11
104,Mumbai,Delhi,13,15
105,Chennai,Bangalore,10,11
106,Chennai,Bangalore,4,5
107,Calcutta,Delhi,19,21
108,Mumbai,Delhi,7,9
109,Calcutta,Mumbai,2,5
110,Chennai,Mumbai,20,22
111,Bangalore,Calcutta,18,21
112,Delhi,Bangalore,2,4
113,Calcutta,Mumbai,3,6
114,Chennai,Calcutta,12,14
115,Calcutta,Delhi,6,8
116,Delhi,Bangalore,2,4
117,Bangalore,Delhi,8,10
118,Chennai,Calcutta,10,12
119,Bangalore,Delhi,10,12
120,Chennai,Mumbai,7,9
121,Delhi,Calcutta,5,7
122,Bangalore,Delhi,12,14
123,Delhi,Bangalore,1,3
124,Mumbai,Bangalore,5,6
125,Chennai,Mumbai,1,3
126,Bangalore,Mumbai,11,12
127,Delhi,Bangalore,9,11
128,Chennai,Calcutta,15,17
129,Calcutta,Chennai,8,10
130,Mumbai,Bangalore,10,11
131,Chennai,Delhi,19,22
132,Bangalore,Calcutta,7,10
133,Chennai,Mumbai,16,18
134,Delhi,Chennai,13,16
135,Chennai,Mumbai,17,19
136,Mumbai,Calcutta,14,17
137,Calcutta,Mumbai,2,5
138,Calcutta,Mumbai,12,15
139,Calcutta,Delhi,12,14
140,Calcutta,Chennai,6,8
141,Bangalore,Calcutta,18,21
142,Mumbai,Chennai,20,22
143,Chennai,Bangalore,13,14
144,Delhi,Calcutta,17,19
145,Delhi,Calcutta,17,19
146,Chennai,Calcutta,4,6
147,Calcutta,Chennai,15,17
148,Calcutta,Chennai,14,16
149,Delhi,Bangalore,9,11
150,Delhi,Bangalore,4,6
151,Bangalore,Delhi,8,10
152,Mumbai,Bangalore,5,6
153,Bangalore,Delhi,18,20
154,Chennai,Delhi,11,14
155,Chennai,Bangalore,16,17
156,Delhi,Calcutta,12,14
157,Bangalore,Delhi,18,20
158,Mumbai,Bangalore,13,14
159,Calcutta,Delhi,16,18
160,Mumbai,Chennai,9,11
161,Chennai,Calcutta,19,21
162,Delhi,Mumbai,16,18
163,Mumbai,Delhi,13,15
164,Mumbai,Calcutta,14,17
165,Delhi,Bangalore,17,19
166,Calcutta,Delhi,8,10
167,Delhi,Mumbai,20,22
168,Delhi,Chennai,7,10
169,Delhi,Calcutta,3,5
170,Delhi,Chennai,13,16
171,Chennai,Delhi,10,13
172,Chennai,Mumbai,19,21
