flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,Chennai,Calcutta,16,18
2,Chennai,Delhi,14,17
3,Bangalore,Chennai,10,11
4,Chennai,Calcutta,2,4
5,Chennai,Delhi,15,18
6,Mumbai,Calcutta,5,8
7,Calcutta,Chennai,19,21
8,Mumbai,Calcutta,16,19
9,Calcutta,Delhi,17,19
10,Chennai,Delhi,9,12
11,Delhi,Mumbai,14,16
12,Delhi,Chennai,5,8
13,Bangalore,Mumbai,18,19
14,Mumbai,Delhi,8,10
15,Bangalore,Delhi,5,7
16,Mumbai,Delhi,3,5
17,Chennai,Calcutta,11,13
18,Mumbai,Calcutta,17,20
19,Mumbai,Bangalore,5,6
20,Chennai,Bangalore,10,11
21,Chennai,Mumbai,10,12
22,Delhi,Bangalore,12,14
23,Chennai,Calcutta,11,13
24,Delhi,Chennai,14,17
25,Bangalore,Chennai,13,14
26,Bangalore,Chennai,5,6
27,Bangalore,Calcutta,5,8
28,Chennai,Calcutta,12,14
29,Mumbai,Calcutta,14,17
30,Calcutta,Bangalore,20,23
