flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,Calcutta,Bangalore,5,8
2,Delhi,Chennai,4,7
3,Chennai,Bangalore,5,6
4,Bangalore,Calcutta,8,11
5,Calcutta,Delhi,11,13
6,Mumbai,Bangalore,11,12
7,Bangalore,Mumbai,20,21
8,Bangalore,Calcutta,15,18
9,Delhi,Bangalore,1,3
10,Mumbai,Delhi,4,6
11,Mumbai,Chennai,5,7
12,Mumbai,Chennai,6,8
13,Mumbai,Chennai,5,7
14,Delhi,Calcutta,4,6
15,Delhi,Calcutta,3,5
16,Calcutta,Delhi,18,20
17,Delhi,Calcutta,11,13
18,Delhi,Chennai,2,5
19,Chennai,Mumbai,7,9
20,Chennai,Bangalore,15,16
21,Chennai,Mumbai,1,3
22,Delhi,Bangalore,16,18
23,Chennai,Calcutta,7,9
24,Bangalore,Mumbai,7,8
25,Delhi,Bangalore,16,18
26,Mumbai,Bangalore,18,19
27,Bangalore,Delhi,20,22
28,Mumbai,Delhi,2,4
29,Chennai,Calcutta,20,22
30,Delhi,Calcutta,11,13
31,Mumbai,Bangalore,8,9
32,Delhi,Mumbai,13,15
33,Delhi,Mumbai,19,21
34,Bangalore,Chennai,13,14
35,Bangalore,Mumbai,13,14
36,Mumbai,Chennai,19,21
37,Chennai,Mumbai,9,11
38,Chennai,Bangalore,5,6
39,Chennai,Mumbai,3,5
40,Chennai,Mumbai,5,7
41,Calcutta,Chennai,6,8
42,Delhi,Chennai,13,16
43,Delhi,Calcutta,19,21
44,Chennai,Calcutta,16,18
45,Chennai,Delhi,8,11
46,Mumbai,Bangalore,18,19
47,Calcutta,Mumbai,19,22
48,Chennai,Delhi,1,4
49,Delhi,Mumbai,3,5
50,Calcutta,Delhi,16,18
51,Bangalore,Mumbai,5,6
52,Mumbai,Delhi,16,18
53,Delhi,Bangalore,11,13
54,Calcutta,Bangalore,13,16
55,Bangalore,Calcutta,4,7
56,Chennai,Mumbai,6,8
57,Chennai,Delhi,3,6
58,Bangalore,Delhi,18,20
59,Delhi,Calcutta,12,14
60,Chennai,Delhi,6,9
61,Chennai,Bangalore,14,15
62,Chennai,Delhi,8,11
63,Calcutta,Mumbai,14,17
64,Delhi,Chennai,11,14
65,Mumbai,Bangalore,13,14
66,Chennai,Mumbai,9,11
67,Bangalore,Delhi,12,14
68,Chennai,Mumbai,7,9
69,Mumbai,Bangalore,4,5
70,Calcutta,Chennai,14,16
71,Chennai,Calcutta,14,16
72,Chennai,Mumbai,13,15
73,Mumbai,Calcutta,4,7
74,Mumbai,Delhi,15,17
75,Mumbai,Chennai,10,12
76,Calcutta,Mumbai,14,17
77,Bangalore,Calcutta,5,8
78,Bangalore,Chennai,11,12
79,Chennai,Mumbai,4,6
80,Delhi,Bangalore,17,19
81,Bangalore,Chennai,4,5
82,Bangalore,Calcutta,19,22
83,Delhi,Calcutta,18,20
84,Chennai,Bangalore,13,14
85,Mumbai,Calcutta,2,5
86,Delhi,Chennai,8,11
87,Mumbai,Chennai,19,21
88,Calcutta,Mumbai,12,15
89,Bangalore,Delhi,11,13
90,Delhi,Chennai,18,21
91,Bangalore,Delhi,9,11
92,Delhi,Mumbai,20,22
93,Mumbai,Bangalore,8,9
94,Calcutta,Chennai,19,21
95,Mumbai,Calcutta,11,14
96,Calcutta,Delhi,16,18
97,Mumbai,Bangalore,15,16
98,Delhi,Mumbai,14,16
99,Chennai,Bangalore,6,7
100,Mumbai,Bangalore,20,21
101,Delhi,Calcutta,19,21
102,Mumbai,Bangalore,9,10
103,Calcutta,Chennai,8,10
104,Calcutta,Delhi,13,15
105,Mumbai,Delhi,18,20
106,Chennai,Delhi,9,12
107,Bangalore,Mumbai,18,19
108,Bangalore,Delhi,19,21
109,Chennai,Bangalore,16,17
110,Calcutta,Mumbai,8,11
111,Bangalore,Mumbai,17,18
112,Mumbai,Bangalore,15,16
113,Delhi,Calcutta,2,4
114,Delhi,Chennai,2,5
115,Chennai,Mumbai,10,12
116,Delhi,Chennai,3,6
117,Delhi,Mumbai,6,8
118,Mumbai,Chennai,11,13
119,Calcutta,Mumbai,3,6
120,Mumbai,Chennai,16,18
121,Mumbai,Calcutta,5,8
122,Bangalore,Delhi,20,22
123,Delhi,Calcutta,4,6
124,Delhi,Bangalore,15,17
125,Delhi,Mumbai,16,18
126,Calcutta,Delhi,14,16
127,Mumbai,Calcutta,10,13
128,Chennai,Delhi,17,20
129,Delhi,Bangalore,1,3
130,Bangalore,Chennai,13,14
131,Chennai,Calcutta,2,4
132,Bangalore,Mumbai,4,5
133,Chennai,Calcutta,14,16
134,Bangalore,Delhi,17,19
135,Delhi,Chennai,4,7
136,Chennai,Bangalore,15,16
137,Calcutta,Mumbai,17,20
138,Calcutta,Bangalore,4,7
139,Calcutta,Delhi,18,20
140,Mumbai,Bangalore,9,10
141,Chennai,Calcutta,5,7
142,Mumbai,Delhi,20,22
143,Mumbai,Calcutta,14,17
144,Delhi,Mumbai,4,6
145,Bangalore,Chennai,2,3
146,Calcutta,Delhi,20,22
147,Chennai,Mumbai,12,14
148,Bangalore,Calcutta,19,22
149,Chennai,Bangalore,20,21
150,Chennai,Delhi,10,13
151,Mumbai,Bangalore,8,9
152,Delhi,Chennai,18,21
153,Chennai,Bangalore,16,17
154,Mumbai,Calcutta,16,19
155,Delhi,Calcutta,15,17
156,Delhi,Mumbai,20,22
157,Calcutta,Bangalore,12,15
158,Mumbai,Chennai,15,17
159,Calcutta,Delhi,16,18
160,Chennai,Mumbai,14,16
161,Chennai,Mumbai,13,15
162,Calcutta,Bangalore,3,6
163,Calcutta,Mumbai,12,15
164,Bangalore,Mumbai,12,13
165,Chennai,Mumbai,17,19
166,Chennai,Mumbai,18,20
167,Delhi,Bangalore,20,22
168,Mumbai,Bangalore,11,12
169,Mumbai,Delhi,6,8
170,Calcutta,Bangalore,7,10
171,Bangalore,Delhi,3,5
172,Delhi,Chennai,10,13
173,Calcutta,Chennai,20,22
174,Bangalore,Calcutta,5,8
175,Delhi,Mumbai,2,4
176,Delhi,Mumbai,12,14
177,Chennai,Calcutta,6,8
178,Chennai,Delhi,6,9
179,Chennai,Delhi,20,23
180,Bangalore,Chennai,12,13
181,Bangalore,Chennai,5,6
182,Bangalore,Calcutta,19,22
183,Mumbai,Delhi,17,19
184,Bangalore,Mumbai,14,15
185,Calcutta,Delhi,6,8
186,Bangalore,Mumbai,14,15
187,Chennai,Mumbai,17,19
188,Chennai,Calcutta,5,7
189,Calcutta,Chennai,14,16
190,Mumbai,Chennai,6,8
191,Delhi,Calcutta,5,7
192,Chennai,Calcutta,20,22
193,Calcutta,Chennai,7,9
194,Mumbai,Bangalore,15,16
195,Chennai,Delhi,3,6
196,Chennai,Calcutta,6,8
197,Mumbai,Chennai,3,5
198,Mumbai,Chennai,15,17
199,Bangalore,Calcutta,14,17
200,Calcutta,Delhi,7,9
201,Calcutta,Chennai,14,16
202,Chennai,Delhi,5,8
203,Chennai,Mumbai,5,7
204,Calcutta,Mumbai,20,23
205,Chennai,Bangalore,9,10
206,Chennai,Bangalore,11,12
207,Chennai,Bangalore,2,3
208,Mumbai,Calcutta,19,22
209,Chennai,Delhi,16,19
210,Delhi,Chennai,13,16
211,Calcutta,Mumbai,13,16
212,Bangalore,Calcutta,4,7
213,Chennai,Mumbai,7,9
214,Mumbai,Delhi,7,9
215,Delhi,Calcutta,13,15
216,Chennai,Mumbai,8,10
217,Delhi,Calcutta,4,6
218,Delhi,Bangalore,10,12
219,Delhi,Chennai,10,13
220,Calcutta,Delhi,16,18
221,Chennai,Calcutta,8,10
222,Delhi,Mumbai,12,14
223,Bangalore,Delhi,13,15
224,Chennai,Calcutta,6,8
225,Calcutta,Bangalore,9,12
226,Delhi,Calcutta,5,7
227,Mumbai,Calcutta,20,23
228,Delhi,Chennai,5,8
229,Delhi,Bangalore,1,3
230,Chennai,Bangalore,10,11
231,Delhi,Calcutta,13,15
232,Mumbai,Bangalore,1,2
233,Bangalore,Mumbai,6,7
234,Mumbai,Delhi,6,8
235,Chennai,Mumbai,19,21
236,Delhi,Calcutta,7,9
237,Calcutta,Delhi,1,3
238,Bangalore,Mumbai,17,18
239,Calcutta,Chennai,10,12
240,Calcutta,Bangalore,16,19
241,Bangalore,Delhi,10,12
242,Mumbai,Delhi,13,15
243,Mumbai,Delhi,11,13
244,Chennai,Mumbai,18,20
245,Bangalore,Delhi,13,15
246,Chennai,Calcutta,13,15
247,Mumbai,Calcutta,5,8
248,Mumbai,Chennai,3,5
249,Mumbai,Calcutta,8,11
250,Chennai,Delhi,13,16
251,Calcutta,Delhi,1,3
252,Chennai,Calcutta,13,15
253,Bangalore,Mumbai,13,14
254,Chennai,Delhi,10,13
255,Bangalore,Delhi,16,18
256,Delhi,Mumbai,16,18
257,Bangalore,Delhi,9,11
258,Calcutta,Chennai,18,20
259,Delhi,Chennai,7,10
260,Delhi,Bangalore,13,15
261,Delhi,Bangalore,5,7
262,Bangalore,Calcutta,20,23
263,Calcutta,Delhi,18,20
264,Delhi,Mumbai,17,19
265,Chennai,Calcutta,14,16
266,Calcutta,Chennai,18,20
267,Calcutta,Chennai,17,19
268,Delhi,Chennai,13,16
269,Chennai,Bangalore,10,11
270,Bangalore,Calcutta,4,7
271,Mumbai,Chennai,9,11
272,Bangalore,Chennai,17,18
273,Bangalore,Mumbai,10,11
274,Chennai,Mumbai,3,5
275,Mumbai,Delhi,20,22
276,Chennai,Mumbai,13,15
277,Chennai,Mumbai,14,16
278,Bangalore,Delhi,20,22
279,Chennai,Delhi,16,19
280,Chennai,Mumbai,6,8
281,Bangalore,Chennai,13,14
282,Delhi,Calcutta,2,4
283,Mumbai,Delhi,12,14
284,Mumbai,Chennai,6,8
285,Chennai,Delhi,9,12
286,Delhi,Chennai,6,9
287,Delhi,Chennai,1,4
288,Bangalore,Calcutta,3,6
289,Delhi,Calcutta,5,7
290,Bangalore,Calcutta,7,10
291,Calcutta,Mumbai,16,19
292,Delhi,Calcutta,16,18
293,Calcutta,Mumbai,10,13
294,Delhi,Bangalore,12,14
295,Chennai,Mumbai,10,12
296,Mumbai,Delhi,8,10
