flight_leg_id,departure_airport,destination_airport,start_time,end_time
1,Delhi,Bangalore,2,4
2,Mumbai,Delhi,4,6
3,Bangalore,Mumbai,20,21
4,Mumbai,Bangalore,15,16
5,Bangalore,Calcutta,15,18
6,Mumbai,Bangalore,12,13
7,Delhi,Mumbai,3,5
8,Calcutta,Delhi,4,6
9,Bangalore,Delhi,17,19
10,Bangalore,Calcutta,11,14
11,Bangalore,Calcutta,2,5
12,Chennai,Delhi,8,11
13,Chennai,Calcutta,4,6
14,Bangalore,Chennai,6,7
15,Calcutta,Chennai,4,6
16,Mumbai,Bangalore,11,12
17,Mumbai,Bangalore,15,16
18,Chennai,Bangalore,12,13
19,Mumbai,Delhi,16,18
20,Mumbai,Delhi,12,14
21,Delhi,Mumbai,10,12
22,Delhi,Mumbai,18,20
23,Chennai,Calcutta,5,7
24,Chennai,Mumbai,8,10
25,Calcutta,Bangalore,8,11
26,Chennai,Bangalore,17,18
27,Bangalore,Mumbai,17,18
28,Chennai,Delhi,7,10
29,Mumbai,Bangalore,4,5
30,Chennai,Mumbai,15,17
